pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value
1.115.115.12,1,115,115,12,3.7
1.115.115.13,1,115,115,13,11
1.115.115.14,1,115,115,14,9.4
1.116.116.8,1,116,116,8,5.8
1.116.116.9,1,116,116,9,0.89
1.116.116.10,1,116,116,10,0.89
1.116.116.11,1,116,116,11,0.1
1.116.116.12,1,116,116,12,2.7
1.116.116.13,1,116,116,13,18
1.116.116.14,1,116,116,14,6.9
1.117.117.8,1,117,117,8,5.3
1.117.117.12,1,117,117,12,8.4
1.117.117.13,1,117,117,13,26
1.117.117.14,1,117,117,14,6.2
1.118.118.8,1,118,118,8,6.7
1.118.118.9,1,118,118,9,0.85
1.118.118.10,1,118,118,10,0.85
1.118.118.11,1,118,118,11,0.09
1.118.118.12,1,118,118,12,5.1
1.118.118.13,1,118,118,13,17
1.118.118.14,1,118,118,14,10.1
1.119.119.1,1,119,119,1,9.37
1.119.119.2,1,119,119,2,5.14
1.119.119.3,1,119,119,3,5.61
1.119.119.4,1,119,119,4,12.65
1.119.119.5,1,119,119,5,41.21
1.119.119.6,1,119,119,6,21.85
1.119.119.7,1,119,119,7,4.17
1.120.120.8,1,120,120,8,6.4
1.120.120.9,1,120,120,9,0.99
1.120.120.10,1,120,120,10,1.01
1.120.120.11,1,120,120,11,0.11
1.120.120.12,1,120,120,12,6.7
1.120.120.13,1,120,120,13,20
1.120.120.14,1,120,120,14,12.2
1.121.121.8,1,121,121,8,6.2
1.121.121.9,1,121,121,9,0.78
1.121.121.10,1,121,121,10,0.78
1.121.121.11,1,121,121,11,0.08
1.121.121.12,1,121,121,12,4.9
1.121.121.13,1,121,121,13,17
1.121.121.14,1,121,121,14,9.7
1.122.122.8,1,122,122,8,6.6
1.122.122.9,1,122,122,9,0.98
1.122.122.10,1,122,122,10,0.98
1.122.122.11,1,122,122,11,0.11
1.122.122.12,1,122,122,12,5.9
1.122.122.13,1,122,122,13,18
1.122.122.14,1,122,122,14,11.5
1.123.123.8,1,123,123,8,6.2
1.123.123.12,1,123,123,12,6.1
1.123.123.13,1,123,123,13,19
1.123.123.14,1,123,123,14,10.8
1.124.124.8,1,124,124,8,4.7
1.124.124.9,1,124,124,9,0.78
1.124.124.10,1,124,124,10,0.81
1.124.124.11,1,124,124,11,0.08
1.124.124.12,1,124,124,12,4.2
1.124.124.13,1,124,124,13,19
1.124.124.14,1,124,124,14,3.6
1.125.125.8,1,125,125,8,4.7
1.125.125.9,1,125,125,9,0.71
1.125.125.10,1,125,125,10,0.72
1.125.125.11,1,125,125,11,0.08
1.125.125.12,1,125,125,12,3.2
1.125.125.13,1,125,125,13,14
1.125.125.14,1,125,125,14,3.8
1.126.126.1,1,126,126,1,4.86
1.126.126.2,1,126,126,2,4.23
1.126.126.3,1,126,126,3,5.49
1.126.126.4,1,126,126,4,11.57
1.126.126.5,1,126,126,5,32.55
1.126.126.6,1,126,126,6,32.48
1.126.126.7,1,126,126,7,8.84
1.127.127.1,1,127,127,1,17.47
1.127.127.2,1,127,127,2,1.99
1.127.127.3,1,127,127,3,7.08
1.127.127.4,1,127,127,4,11.22
1.127.127.5,1,127,127,5,33.72
1.127.127.6,1,127,127,6,21.69
1.127.127.7,1,127,127,7,6.82
1.128.128.1,1,128,128,1,6.32
1.128.128.2,1,128,128,2,3.41
1.128.128.3,1,128,128,3,6.63
1.128.128.4,1,128,128,4,13.83
1.128.128.5,1,128,128,5,43.26
1.128.128.6,1,128,128,6,21.55
1.128.128.7,1,128,128,7,5.01
1.129.129.1,1,129,129,1,21.07
1.129.129.2,1,129,129,2,4.59
1.129.129.3,1,129,129,3,10.41
1.129.129.4,1,129,129,4,10.97
1.129.129.5,1,129,129,5,29.34
1.129.129.6,1,129,129,6,18.1
1.129.129.7,1,129,129,7,5.52
1.130.130.1,1,130,130,1,11.9
1.130.130.2,1,130,130,2,5.37
1.130.130.3,1,130,130,3,7.57
1.130.130.4,1,130,130,4,14.92
1.130.130.5,1,130,130,5,32.62
1.130.130.6,1,130,130,6,21.5
1.130.130.7,1,130,130,7,6.12
1.131.131.1,1,131,131,1,3.71
1.131.131.2,1,131,131,2,1.62
1.131.131.3,1,131,131,3,4
1.131.131.4,1,131,131,4,9.05
1.131.131.5,1,131,131,5,57.38
1.131.131.6,1,131,131,6,20.7
1.131.131.7,1,131,131,7,3.54
1.132.132.1,1,132,132,1,12.33
1.132.132.2,1,132,132,2,7.11
1.132.132.3,1,132,132,3,10.2
1.132.132.4,1,132,132,4,8.26
1.132.132.5,1,132,132,5,33.89
1.132.132.6,1,132,132,6,22.83
1.132.132.7,1,132,132,7,5.36
1.133.133.1,1,133,133,1,7.31
1.133.133.2,1,133,133,2,1.1
1.133.133.3,1,133,133,3,8.47
1.133.133.4,1,133,133,4,11.91
1.133.133.5,1,133,133,5,34.78
1.133.133.6,1,133,133,6,30.57
1.133.133.7,1,133,133,7,5.86
1.134.134.1,1,134,134,1,7.44
1.134.134.2,1,134,134,2,3.52
1.134.134.3,1,134,134,3,9.57
1.134.134.4,1,134,134,4,16.3
1.134.134.5,1,134,134,5,33.92
1.134.134.6,1,134,134,6,24.84
1.134.134.7,1,134,134,7,4.41
1.135.135.1,1,135,135,1,3.69
1.135.135.2,1,135,135,2,1.71
1.135.135.3,1,135,135,3,4.75
1.135.135.4,1,135,135,4,5.28
1.135.135.5,1,135,135,5,33.76
1.135.135.6,1,135,135,6,45.9
1.135.135.7,1,135,135,7,4.92
1.136.136.1,1,136,136,1,16.74
1.136.136.2,1,136,136,2,6.47
1.136.136.3,1,136,136,3,10.63
1.136.136.4,1,136,136,4,9.7
1.136.136.5,1,136,136,5,31.01
1.136.136.6,1,136,136,6,19.07
1.136.136.7,1,136,136,7,6.38
1.137.137.1,1,137,137,1,13.21
1.137.137.2,1,137,137,2,5.17
1.137.137.3,1,137,137,3,11.98
1.137.137.4,1,137,137,4,14.46
1.137.137.5,1,137,137,5,33.36
1.137.137.6,1,137,137,6,18.19
1.137.137.7,1,137,137,7,3.64
1.138.138.1,1,138,138,1,17.83
1.138.138.2,1,138,138,2,6.39
1.138.138.3,1,138,138,3,17.11
1.138.138.4,1,138,138,4,22.23
1.138.138.5,1,138,138,5,23.34
1.138.138.6,1,138,138,6,10.12
1.138.138.7,1,138,138,7,2.98
1.139.139.1,1,139,139,1,4.68
1.139.139.2,1,139,139,2,3.51
1.139.139.3,1,139,139,3,6.71
1.139.139.4,1,139,139,4,6.15
1.139.139.5,1,139,139,5,32.93
1.139.139.6,1,139,139,6,40.39
1.139.139.7,1,139,139,7,5.64
1.140.140.1,1,140,140,1,12.9
1.140.140.2,1,140,140,2,4.12
1.140.140.3,1,140,140,3,10.34
1.140.140.4,1,140,140,4,10.97
1.140.140.5,1,140,140,5,33.67
1.140.140.6,1,140,140,6,20.24
1.140.140.7,1,140,140,7,7.77
1.141.141.1,1,141,141,1,13.02
1.141.141.2,1,141,141,2,3.64
1.141.141.3,1,141,141,3,10.9
1.141.141.4,1,141,141,4,10.63
1.141.141.5,1,141,141,5,34.57
1.141.141.6,1,141,141,6,21.63
1.141.141.7,1,141,141,7,5.62
1.142.142.1,1,142,142,1,12.42
1.142.142.2,1,142,142,2,4.57
1.142.142.3,1,142,142,3,7.46
1.142.142.4,1,142,142,4,14.83
1.142.142.5,1,142,142,5,37.18
1.142.142.6,1,142,142,6,18.65
1.142.142.7,1,142,142,7,4.89
1.143.143.1,1,143,143,1,7.86
1.143.143.2,1,143,143,2,4.64
1.143.143.3,1,143,143,3,7.57
1.143.143.4,1,143,143,4,16.1
1.143.143.5,1,143,143,5,37.62
1.143.143.6,1,143,143,6,21.21
1.143.143.7,1,143,143,7,5.01
1.144.144.1,1,144,144,1,13.51
1.144.144.2,1,144,144,2,4.98
1.144.144.3,1,144,144,3,10.05
1.144.144.4,1,144,144,4,14.98
1.144.144.5,1,144,144,5,33.56
1.144.144.6,1,144,144,6,17.75
1.144.144.7,1,144,144,7,5.18
1.145.145.1,1,145,145,1,9.4
1.145.145.2,1,145,145,2,4.21
1.145.145.3,1,145,145,3,5.51
1.145.145.4,1,145,145,4,17.04
1.145.145.5,1,145,145,5,34.22
1.145.145.6,1,145,145,6,24.29
1.145.145.7,1,145,145,7,5.33
1.146.146.1,1,146,146,1,5.8
1.146.146.2,1,146,146,2,3.95
1.146.146.3,1,146,146,3,5.55
1.146.146.4,1,146,146,4,17.67
1.146.146.5,1,146,146,5,39.51
1.146.146.6,1,146,146,6,22.16
1.146.146.7,1,146,146,7,5.36
1.147.147.1,1,147,147,1,8.55
1.147.147.2,1,147,147,2,3.49
1.147.147.3,1,147,147,3,6.75
1.147.147.4,1,147,147,4,14.25
1.147.147.5,1,147,147,5,36.56
1.147.147.6,1,147,147,6,24.83
1.147.147.7,1,147,147,7,5.57
1.148.148.1,1,148,148,1,18.22
1.148.148.2,1,148,148,2,5.25
1.148.148.3,1,148,148,3,10.34
1.148.148.4,1,148,148,4,11.29
1.148.148.5,1,148,148,5,31.16
1.148.148.6,1,148,148,6,17.73
1.148.148.7,1,148,148,7,6.01
1.149.149.1,1,149,149,1,15.61
1.149.149.2,1,149,149,2,6.85
1.149.149.3,1,149,149,3,5.04
1.149.149.4,1,149,149,4,13.76
1.149.149.5,1,149,149,5,31.98
1.149.149.6,1,149,149,6,20.14
1.149.149.7,1,149,149,7,6.62
1.150.150.1,1,150,150,1,15.48
1.150.150.2,1,150,150,2,6.1
1.150.150.3,1,150,150,3,7.52
1.150.150.4,1,150,150,4,10.65
1.150.150.5,1,150,150,5,34.54
1.150.150.6,1,150,150,6,19.38
1.150.150.7,1,150,150,7,6.32
1.151.151.1,1,151,151,1,23.62
1.151.151.2,1,151,151,2,4.33
1.151.151.3,1,151,151,3,11.06
1.151.151.4,1,151,151,4,17.55
1.151.151.5,1,151,151,5,27.65
1.151.151.6,1,151,151,6,11.95
1.151.151.7,1,151,151,7,3.84
1.152.152.1,1,152,152,1,5.6
1.152.152.2,1,152,152,2,3.24
1.152.152.3,1,152,152,3,3.16
1.152.152.4,1,152,152,4,9.52
1.152.152.5,1,152,152,5,32.26
1.152.152.6,1,152,152,6,37.37
1.152.152.7,1,152,152,7,8.86
1.153.153.1,1,153,153,1,8.35
1.153.153.2,1,153,153,2,3.81
1.153.153.3,1,153,153,3,8.49
1.153.153.4,1,153,153,4,11.03
1.153.153.5,1,153,153,5,36.91
1.153.153.6,1,153,153,6,25.13
1.153.153.7,1,153,153,7,6.28
1.154.154.1,1,154,154,1,6.37
1.154.154.2,1,154,154,2,4.15
1.154.154.3,1,154,154,3,10.37
1.154.154.4,1,154,154,4,11.01
1.154.154.5,1,154,154,5,37.85
1.154.154.6,1,154,154,6,23.9
1.154.154.7,1,154,154,7,6.35
1.155.155.1,1,155,155,1,9.75
1.155.155.2,1,155,155,2,5.83
1.155.155.3,1,155,155,3,8.43
1.155.155.4,1,155,155,4,12.59
1.155.155.5,1,155,155,5,37.31
1.155.155.6,1,155,155,6,19.78
1.155.155.7,1,155,155,7,6.32
1.156.156.1,1,156,156,1,9.41
1.156.156.2,1,156,156,2,4.05
1.156.156.3,1,156,156,3,9.58
1.156.156.4,1,156,156,4,12.72
1.156.156.5,1,156,156,5,36.07
1.156.156.6,1,156,156,6,22.7
1.156.156.7,1,156,156,7,5.47
1.157.157.1,1,157,157,1,6.51
1.157.157.2,1,157,157,2,4.03
1.157.157.3,1,157,157,3,8.62
1.157.157.4,1,157,157,4,15.02
1.157.157.5,1,157,157,5,38.14
1.157.157.6,1,157,157,6,22.99
1.157.157.7,1,157,157,7,4.7
1.158.158.1,1,158,158,1,5
1.158.158.2,1,158,158,2,3.25
1.158.158.3,1,158,158,3,5.14
1.158.158.4,1,158,158,4,14.45
1.158.158.5,1,158,158,5,39.7
1.158.158.6,1,158,158,6,27.74
1.158.158.7,1,158,158,7,4.72
1.159.159.1,1,159,159,1,7.38
1.159.159.2,1,159,159,2,2.14
1.159.159.3,1,159,159,3,6.86
1.159.159.4,1,159,159,4,15.95
1.159.159.5,1,159,159,5,51.7
1.159.159.6,1,159,159,6,13.08
1.159.159.7,1,159,159,7,2.89
1.160.160.1,1,160,160,1,8.71
1.160.160.2,1,160,160,2,2.61
1.160.160.3,1,160,160,3,7.29
1.160.160.4,1,160,160,4,14.55
1.160.160.5,1,160,160,5,41.04
1.160.160.6,1,160,160,6,21.83
1.160.160.7,1,160,160,7,3.99
1.161.161.1,1,161,161,1,17.46
1.161.161.2,1,161,161,2,5.81
1.161.161.3,1,161,161,3,6.67
1.161.161.4,1,161,161,4,16.42
1.161.161.5,1,161,161,5,30.41
1.161.161.6,1,161,161,6,17.62
1.161.161.7,1,161,161,7,5.61
1.162.162.1,1,162,162,1,6.09
1.162.162.2,1,162,162,2,1.75
1.162.162.3,1,162,162,3,4.54
1.162.162.4,1,162,162,4,14.22
1.162.162.5,1,162,162,5,39.03
1.162.162.6,1,162,162,6,28.82
1.162.162.7,1,162,162,7,5.54
1.163.163.1,1,163,163,1,14.71
1.163.163.2,1,163,163,2,5.45
1.163.163.3,1,163,163,3,9.72
1.163.163.4,1,163,163,4,18.46
1.163.163.5,1,163,163,5,30.51
1.163.163.6,1,163,163,6,15.97
1.163.163.7,1,163,163,7,5.18
1.164.164.1,1,164,164,1,15.14
1.164.164.2,1,164,164,2,5.24
1.164.164.3,1,164,164,3,9.39
1.164.164.4,1,164,164,4,13.59
1.164.164.5,1,164,164,5,32.33
1.164.164.6,1,164,164,6,19.57
1.164.164.7,1,164,164,7,4.74
1.165.165.1,1,165,165,1,8.03
1.165.165.2,1,165,165,2,5.33
1.165.165.3,1,165,165,3,9.07
1.165.165.4,1,165,165,4,18.46
1.165.165.5,1,165,165,5,33.76
1.165.165.6,1,165,165,6,19.99
1.165.165.7,1,165,165,7,5.36
1.166.166.1,1,166,166,1,6.35
1.166.166.2,1,166,166,2,3.43
1.166.166.3,1,166,166,3,7.91
1.166.166.4,1,166,166,4,33.55
1.166.166.5,1,166,166,5,33.44
1.166.166.6,1,166,166,6,12.67
1.166.166.7,1,166,166,7,2.65
1.167.167.1,1,167,167,1,7.27
1.167.167.2,1,167,167,2,3.7
1.167.167.3,1,167,167,3,7.11
1.167.167.4,1,167,167,4,12.46
1.167.167.5,1,167,167,5,40.53
1.167.167.6,1,167,167,6,24.01
1.167.167.7,1,167,167,7,4.92
1.168.168.1,1,168,168,1,15.62
1.168.168.2,1,168,168,2,4.5
1.168.168.3,1,168,168,3,9.22
1.168.168.4,1,168,168,4,13.55
1.168.168.5,1,168,168,5,32.47
1.168.168.6,1,168,168,6,19.05
1.168.168.7,1,168,168,7,5.58
1.169.169.1,1,169,169,1,6.9
1.169.169.2,1,169,169,2,5.09
1.169.169.3,1,169,169,3,5.7
1.169.169.4,1,169,169,4,19.21
1.169.169.5,1,169,169,5,37.82
1.169.169.6,1,169,169,6,20.05
1.169.169.7,1,169,169,7,5.24
1.170.170.1,1,170,170,1,9.24
1.170.170.2,1,170,170,2,3.87
1.170.170.3,1,170,170,3,9.8
1.170.170.4,1,170,170,4,12.62
1.170.170.5,1,170,170,5,33.2
1.170.170.6,1,170,170,6,23.45
1.170.170.7,1,170,170,7,7.83
1.171.171.1,1,171,171,1,5.6
1.171.171.2,1,171,171,2,3.29
1.171.171.3,1,171,171,3,6.77
1.171.171.4,1,171,171,4,26.69
1.171.171.5,1,171,171,5,32.05
1.171.171.6,1,171,171,6,19.51
1.171.171.7,1,171,171,7,6.1
1.172.172.1,1,172,172,1,7.97
1.172.172.2,1,172,172,2,2.51
1.172.172.3,1,172,172,3,5.86
1.172.172.4,1,172,172,4,29.59
1.172.172.5,1,172,172,5,33.2
1.172.172.6,1,172,172,6,16.79
1.172.172.7,1,172,172,7,4.08
1.173.173.1,1,173,173,1,8.25
1.173.173.2,1,173,173,2,1.6
1.173.173.3,1,173,173,3,1.94
1.173.173.4,1,173,173,4,11.42
1.173.173.5,1,173,173,5,34.75
1.173.173.6,1,173,173,6,36.61
1.173.173.7,1,173,173,7,5.42
1.174.174.1,1,174,174,1,13.44
1.174.174.2,1,174,174,2,4.6
1.174.174.3,1,174,174,3,10.98
1.174.174.4,1,174,174,4,13.07
1.174.174.5,1,174,174,5,32.47
1.174.174.6,1,174,174,6,19.88
1.174.174.7,1,174,174,7,5.57
1.175.175.1,1,175,175,1,12.02
1.175.175.2,1,175,175,2,5.35
1.175.175.3,1,175,175,3,7.77
1.175.175.4,1,175,175,4,13.77
1.175.175.5,1,175,175,5,33.34
1.175.175.6,1,175,175,6,20.32
1.175.175.7,1,175,175,7,7.43
1.176.176.1,1,176,176,1,8.92
1.176.176.2,1,176,176,2,2.88
1.176.176.3,1,176,176,3,6.97
1.176.176.4,1,176,176,4,32.73
1.176.176.5,1,176,176,5,32.44
1.176.176.6,1,176,176,6,12.69
1.176.176.7,1,176,176,7,3.37
1.177.177.1,1,177,177,1,6.22
1.177.177.2,1,177,177,2,4.87
1.177.177.3,1,177,177,3,8.76
1.177.177.4,1,177,177,4,16.13
1.177.177.5,1,177,177,5,38.42
1.177.177.6,1,177,177,6,20.47
1.177.177.7,1,177,177,7,5.13
1.178.178.1,1,178,178,1,10.97
1.178.178.2,1,178,178,2,5.19
1.178.178.3,1,178,178,3,7.88
1.178.178.4,1,178,178,4,14.72
1.178.178.5,1,178,178,5,35.9
1.178.178.6,1,178,178,6,20.07
1.178.178.7,1,178,178,7,5.27
1.179.179.1,1,179,179,1,5.22
1.179.179.2,1,179,179,2,2.51
1.179.179.3,1,179,179,3,6.31
1.179.179.4,1,179,179,4,16.88
1.179.179.5,1,179,179,5,33.72
1.179.179.6,1,179,179,6,30.77
1.179.179.7,1,179,179,7,4.58
1.180.180.1,1,180,180,1,5.37
1.180.180.2,1,180,180,2,1.74
1.180.180.3,1,180,180,3,6.16
1.180.180.4,1,180,180,4,32.42
1.180.180.5,1,180,180,5,40.51
1.180.180.6,1,180,180,6,12.35
1.180.180.7,1,180,180,7,1.44
1.181.181.1,1,181,181,1,4.39
1.181.181.2,1,181,181,2,2.47
1.181.181.3,1,181,181,3,3.22
1.181.181.4,1,181,181,4,11.46
1.181.181.5,1,181,181,5,32.81
1.181.181.6,1,181,181,6,34.56
1.181.181.7,1,181,181,7,11.09
1.182.182.1,1,182,182,1,5.45
1.182.182.2,1,182,182,2,2.32
1.182.182.3,1,182,182,3,2.4
1.182.182.4,1,182,182,4,11.3
1.182.182.5,1,182,182,5,38.06
1.182.182.6,1,182,182,6,35.96
1.182.182.7,1,182,182,7,4.51
1.183.183.1,1,183,183,1,8.76
1.183.183.2,1,183,183,2,4.07
1.183.183.3,1,183,183,3,8.27
1.183.183.4,1,183,183,4,22.5
1.183.183.5,1,183,183,5,33.39
1.183.183.6,1,183,183,6,17.84
1.183.183.7,1,183,183,7,5.16
1.184.184.1,1,184,184,1,6.46
1.184.184.2,1,184,184,2,1.83
1.184.184.3,1,184,184,3,4.75
1.184.184.4,1,184,184,4,13.88
1.184.184.5,1,184,184,5,48.3
1.184.184.6,1,184,184,6,23.15
1.184.184.7,1,184,184,7,1.63
1.185.185.1,1,185,185,1,1.67
1.185.185.2,1,185,185,2,1.59
1.185.185.3,1,185,185,3,1.06
1.185.185.4,1,185,185,4,4.77
1.185.185.5,1,185,185,5,64.42
1.185.185.6,1,185,185,6,25.72
1.185.185.7,1,185,185,7,0.76
1.186.186.1,1,186,186,1,8.78
1.186.186.2,1,186,186,2,4.97
1.186.186.3,1,186,186,3,11.15
1.186.186.4,1,186,186,4,16.83
1.186.186.5,1,186,186,5,35.24
1.186.186.6,1,186,186,6,17.9
1.186.186.7,1,186,186,7,5.13
1.187.187.1,1,187,187,1,5.38
1.187.187.2,1,187,187,2,1.71
1.187.187.3,1,187,187,3,3.71
1.187.187.4,1,187,187,4,22.21
1.187.187.5,1,187,187,5,46.67
1.187.187.6,1,187,187,6,17.48
1.187.187.7,1,187,187,7,2.84
1.188.188.1,1,188,188,1,5.99
1.188.188.2,1,188,188,2,4.74
1.188.188.3,1,188,188,3,8.35
1.188.188.4,1,188,188,4,44.05
1.188.188.5,1,188,188,5,32.3
1.188.188.6,1,188,188,6,3.78
1.188.188.7,1,188,188,7,0.78
1.189.189.1,1,189,189,1,4.77
1.189.189.2,1,189,189,2,1.45
1.189.189.3,1,189,189,3,2.75
1.189.189.4,1,189,189,4,12.05
1.189.189.5,1,189,189,5,53.64
1.189.189.6,1,189,189,6,22.04
1.189.189.7,1,189,189,7,3.29
1.190.190.1,1,190,190,1,5.32
1.190.190.2,1,190,190,2,1.13
1.190.190.3,1,190,190,3,2.31
1.190.190.4,1,190,190,4,22.77
1.190.190.5,1,190,190,5,53.86
1.190.190.6,1,190,190,6,11.98
1.190.190.7,1,190,190,7,2.64
1.191.191.1,1,191,191,1,3.36
1.191.191.2,1,191,191,2,3.15
1.191.191.3,1,191,191,3,4.02
1.191.191.4,1,191,191,4,12.04
1.191.191.5,1,191,191,5,54.23
1.191.191.6,1,191,191,6,17.44
1.191.191.7,1,191,191,7,5.76
1.192.192.1,1,192,192,1,5.33
1.192.192.2,1,192,192,2,1.8
1.192.192.3,1,192,192,3,2.43
1.192.192.4,1,192,192,4,19.04
1.192.192.5,1,192,192,5,52.11
1.192.192.6,1,192,192,6,15.29
1.192.192.7,1,192,192,7,4
1.193.193.8,1,193,193,8,7.2
1.193.193.9,1,193,193,9,0.8
1.193.193.10,1,193,193,10,0.87
1.193.193.11,1,193,193,11,0.09
1.193.193.12,1,193,193,12,5.7
1.193.193.13,1,193,193,13,10
1.193.193.14,1,193,193,14,3.1
1.194.194.8,1,194,194,8,6
1.194.194.9,1,194,194,9,0.81
1.194.194.10,1,194,194,10,0.84
1.194.194.11,1,194,194,11,0.08
1.194.194.12,1,194,194,12,3.1
1.194.194.13,1,194,194,13,10
1.194.194.14,1,194,194,14,10
1.195.195.8,1,195,195,8,6.6
1.195.195.9,1,195,195,9,0.97
1.195.195.10,1,195,195,10,1.01
1.195.195.11,1,195,195,11,0.11
1.195.195.12,1,195,195,12,6.6
1.195.195.13,1,195,195,13,14
1.195.195.14,1,195,195,14,4.4
1.196.196.8,1,196,196,8,6.2
1.196.196.9,1,196,196,9,0.78
1.196.196.10,1,196,196,10,0.82
1.196.196.11,1,196,196,11,0.09
1.196.196.12,1,196,196,12,2.9
1.196.196.13,1,196,196,13,9
1.196.196.14,1,196,196,14,9.8
1.197.197.8,1,197,197,8,6.9
1.197.197.9,1,197,197,9,0.95
1.197.197.10,1,197,197,10,1
1.197.197.11,1,197,197,11,0.11
1.197.197.12,1,197,197,12,4.2
1.197.197.13,1,197,197,13,9
1.197.197.14,1,197,197,14,10.9
1.198.198.1,1,198,198,1,5.7
1.198.198.2,1,198,198,2,4.52
1.198.198.3,1,198,198,3,7.13
1.198.198.4,1,198,198,4,23.12
1.198.198.5,1,198,198,5,31.71
1.198.198.6,1,198,198,6,21.51
1.198.198.7,1,198,198,7,6.31
1.199.199.8,1,199,199,8,7.1
1.199.199.9,1,199,199,9,0.83
1.199.199.10,1,199,199,10,1.24
1.199.199.11,1,199,199,11,0.09
1.199.199.12,1,199,199,12,3.4
1.199.199.13,1,199,199,13,10
1.199.199.14,1,199,199,14,2.6
1.200.200.1,1,200,200,1,14.82
1.200.200.2,1,200,200,2,5.08
1.200.200.3,1,200,200,3,8.18
1.200.200.4,1,200,200,4,10.06
1.200.200.5,1,200,200,5,33.87
1.200.200.6,1,200,200,6,20.08
1.200.200.7,1,200,200,7,7.91
1.201.201.8,1,201,201,8,5.9
1.201.201.9,1,201,201,9,0.93
1.201.201.10,1,201,201,10,0.93
1.201.201.11,1,201,201,11,0.1
1.201.201.12,1,201,201,12,5.3
1.201.201.13,1,201,201,13,13
1.201.201.14,1,201,201,14,11.6
1.202.202.8,1,202,202,8,6.8
1.202.202.9,1,202,202,9,0.75
1.202.202.10,1,202,202,10,0.76
1.202.202.11,1,202,202,11,0.08
1.202.202.12,1,202,202,12,2.6
1.202.202.13,1,202,202,13,9
1.202.202.14,1,202,202,14,12.1
1.203.203.8,1,203,203,8,5.5
1.203.203.9,1,203,203,9,0.88
1.203.203.10,1,203,203,10,0.89
1.203.203.11,1,203,203,11,0.1
1.203.203.12,1,203,203,12,3
1.203.203.13,1,203,203,13,12
1.203.203.14,1,203,203,14,6.7
1.204.204.8,1,204,204,8,5.1
1.204.204.9,1,204,204,9,0.64
1.204.204.10,1,204,204,10,0.65
1.204.204.11,1,204,204,11,0.07
1.204.204.12,1,204,204,12,2.6
1.204.204.13,1,204,204,13,12
1.204.204.14,1,204,204,14,3.9
1.205.205.8,1,205,205,8,6.5
1.205.205.9,1,205,205,9,0.87
1.205.205.10,1,205,205,10,0.88
1.205.205.11,1,205,205,11,0.09
1.205.205.12,1,205,205,12,2.3
1.205.205.13,1,205,205,13,9
1.205.205.14,1,205,205,14,12
1.206.206.8,1,206,206,8,6.7
1.206.206.9,1,206,206,9,0.99
1.206.206.10,1,206,206,10,1.03
1.206.206.11,1,206,206,11,0.1
1.206.206.12,1,206,206,12,3.6
1.206.206.13,1,206,206,13,12
1.206.206.14,1,206,206,14,10.1
1.207.207.8,1,207,207,8,6.5
1.207.207.9,1,207,207,9,0.96
1.207.207.10,1,207,207,10,0.96
1.207.207.11,1,207,207,11,0.1
1.207.207.12,1,207,207,12,2.5
1.207.207.13,1,207,207,13,16
1.207.207.14,1,207,207,14,9.5
1.208.208.8,1,208,208,8,6
1.208.208.9,1,208,208,9,0.85
1.208.208.10,1,208,208,10,0.85
1.208.208.11,1,208,208,11,0.09
1.208.208.12,1,208,208,12,3.2
1.208.208.13,1,208,208,13,12
1.208.208.14,1,208,208,14,6.7
1.209.209.8,1,209,209,8,6.6
1.209.209.9,1,209,209,9,1.06
1.209.209.10,1,209,209,10,1.07
1.209.209.11,1,209,209,11,0.11
1.209.209.12,1,209,209,12,7.3
1.209.209.13,1,209,209,13,11
1.209.209.14,1,209,209,14,5.4
1.210.210.8,1,210,210,8,6.1
1.210.210.9,1,210,210,9,0.82
1.210.210.10,1,210,210,10,0.84
1.210.210.11,1,210,210,11,0.08
1.210.210.12,1,210,210,12,4.5
1.210.210.13,1,210,210,13,11
1.210.210.14,1,210,210,14,10.7
1.211.211.8,1,211,211,8,6.8
1.211.211.9,1,211,211,9,0.96
1.211.211.10,1,211,211,10,0.97
1.211.211.11,1,211,211,11,0.1
1.211.211.12,1,211,211,12,4.4
1.211.211.13,1,211,211,13,13
1.211.211.14,1,211,211,14,11.5
1.212.212.8,1,212,212,8,6.6
1.212.212.9,1,212,212,9,1.15
1.212.212.10,1,212,212,10,1.16
1.212.212.11,1,212,212,11,0.12
1.212.212.12,1,212,212,12,4.8
1.212.212.13,1,212,212,13,10
1.212.212.14,1,212,212,14,5
1.213.213.8,1,213,213,8,5.4
1.213.213.9,1,213,213,9,0.73
1.213.213.10,1,213,213,10,0.73
1.213.213.11,1,213,213,11,0.08
1.213.213.12,1,213,213,12,3.2
1.213.213.13,1,213,213,13,11
1.213.213.14,1,213,213,14,6.7
1.214.214.8,1,214,214,8,6.1
1.214.214.9,1,214,214,9,0.97
1.214.214.10,1,214,214,10,0.99
1.214.214.11,1,214,214,11,0.11
1.214.214.12,1,214,214,12,4.2
1.214.214.13,1,214,214,13,15
1.214.214.14,1,214,214,14,7.2
1.215.215.8,1,215,215,8,6.4
1.215.215.9,1,215,215,9,0.99
1.215.215.10,1,215,215,10,1
1.215.215.11,1,215,215,11,0.11
1.215.215.12,1,215,215,12,6.3
1.215.215.13,1,215,215,13,14
1.215.215.14,1,215,215,14,5.1
1.216.216.8,1,216,216,8,6.5
1.216.216.9,1,216,216,9,1.16
1.216.216.10,1,216,216,10,1.2
1.216.216.11,1,216,216,11,0.12
1.216.216.12,1,216,216,12,3.3
